ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3"
5907,simple,,"Blusa con Lazo en Cuello",1,0,visible,,"<h4 style=""text-align: center;"">Blusa con Lazo en Cuello</h4>\n<p style=""text-align: center;"">Falda acampanada de talle alto en Denim. Detalle de nesgas. Cierre mediante cremallera semi-invisible en costado. Incluye cinturón.</p>",,,taxable,,1,,,0,0,,,,,1,,,293277,Tékapo,,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-con-lazo-en-cuello.jpg,,,,,,,,,0,color,Marfíl,1,1,Materiales,"Algodón con líneas en Lúrex \, 97% Algodón / Cotton - 03% Lúrex",1,0,"Rango de Medidas","Talla S: Busto 90 / Cintura 80
Talla M: Busto 94 / Cintura 84
Talla L: Busto 98 / Cintura 88
Talla XL: Busto 104 / Cintura 94",1,0
5909,simple,,"Vestido en Lino",1,0,visible,,"<h4 style=""text-align: center;"">Vestido en Lino</h4>\n<p style=""text-align: center;"">Vestido largo en lino con cuello camisero y mangas cortas semi-globo. Aberturas laterales en parte inferior. Cinturón a juego. Cierre frontal con botones.</p>",,,taxable,,1,,,0,0,,,,,1,,,411765,Tékapo,,,http://localhost/enyendira/wp-content/uploads/2020/11/vestido-en-lino.jpg,,,,,,,,,0,color,Estampado,1,1,Materiales,"100% Lino / Linen",1,0,"Rango de Medidas","Talla S: Busto 90cm\, Cintura 76cm\, Largo 140cm",1,0
5910,simple,,"Blusa cruzada",1,0,visible,,"<h4 style=""text-align: center;"">Blusa cruzada</h4>\n<p style=""text-align: center;""> Blusa delantera con cuello en V y corte recto. Mangas largas de globo con puños abotonados, 3 botones y cierre mediante cremallera semi-invisible en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,310924,Tékapo,,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-con-volantes-en-mangas-1.jpg,,,,,,,,,0,color,"Mostaza, Rosa, Terracota",1,1,Materiales,"94% Poliéster / Polyester - 06% Elastano / Elastane",1,0,"Rango de Medidas","Talla S: Busto 90 / Cintura 84
Talla M: Busto 94 / Cintura 88
Talla L: Busto 98 / Cintura 92
Talla XL: Busto 104 / Cintura 98
Talla XXL: Busto 110 / Cintura 104",1,0
5912,simple,,"Vestido Midi en Jacquard",1,0,visible,,"<h4 style=""text-align: center;"">Vestido Midi en Jacquard</h4>\n<p style=""text-align: center;"">Vestido Midi sin mangas con detalle de transparencia y cuello redondo. Ruedo asimétrico con volante. Cierre mediante cremallera semi-invisible en costado. Forro interior.</p>",,,taxable,,1,,,0,0,,,,,1,,,747059,Tékapo,,,http://localhost/enyendira/wp-content/uploads/2020/11/vestido-midi-en-jacquard.jpg,,,,,,,,,0,color,Azul,1,1,Materiales,"Tejido principal / Main fabric : 87% Poliéster / Polyester - 13% Lurex . Forro / Lining: 100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: 86cm / 66cm
Talla M: 90cm / 70cm
Talla L: 94cm / 74cm",1,0
5914,simple,,"Falda con Nesgas",1,0,visible,,"<h4 style=""text-align: center;"">Falda con Nesgas</h4>\n<p style=""text-align: center;"">Falda acampanada de talle alto. Detalle de nesgas. Cierre mediante cremallera semi-invisible en costado. Incluye cinturón.</p>",,,taxable,,1,,,0,0,,,,,1,,,340336,Tékapo,,,http://localhost/enyendira/wp-content/uploads/2020/11/falda-con-nesgas.jpg,,,,,,,,,0,color,"Naranja Oscuro",1,1,Materiales,"Textil 80% Poliéster / Polyester - 18% Rayón / Rayon - 02% Elastómero / Elastomer",1,0,"Rango de Medidas","Talla S: Cintura 80 / Largo 67
Talla M: Cintura 84 / Largo 67
Talla L: Cintura 88 / Largo 70
Talla XL: Cintura 92 / Largo 70
Talla XXL: Cintura 96 / Largo 70",1,0
5917,simple,,"Blusa manga globo",1,0,visible,,"<h4 style=""text-align: center;"">Blusa manga globo</h4>\n<p style=""text-align: center;"">Blusa de corte recto, cuello Kent puntiagudo, cierre con botones en la parte delantera. Manga larga de globo con puños abotonados. Todos los botones en cristal Swarovski</p>",,,taxable,,1,,,0,0,,,,,1,,,402521,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-manga-globo.jpg,,,,,,,,,0,color,"Beige, Gris Claro",1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 90 / Cintura 84
Talla L: Busto 98 / Cintura 92
Talla XL: Busto 104 / Cintura 98
Talla XXL: Busto 110 / Cintura 104",1,0
5920,simple,,"Blusa anudada",1,0,visible,,"<h4 style=""text-align: center;"">Blusa anudada</h4>\n<p style=""text-align: center;"">Blusa con corte recto, cuello en V, manga larga con puños abotonados y bajo asimétrico para anudar ó cruzar hacia espalda. Cierre mediante botonadura frontal. Botones en cristal Swarovski.</p>",,,taxable,,1,,,0,0,,,,,1,,,298319,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-anudada.jpg,,,,,,,,,0,color,Turquesa,1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 92 / Cintura 84
Talla M: Busto 96 / Cintura 88
Talla L: Busto 100 / Cintura 92",1,0
5922,simple,,"Enterizo anudado",1,0,visible,,"<h4 style=""text-align: center;"">Enterizo anudado</h4>\n<p style=""text-align: center;"">Enterizo largo. Cuello en V con detalle anudado. Manga larga. Puños con doble volante. Cierre mediante cremallera semi-invisible en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,553782,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/enterizo-anudado.jpg,,,,,,,,,0,color,"Blanco, Rosa",1,1,Materiales,"100% Poliéster / Polyester92% Poliéster / Polyester - 08% Elastómero / Elastomer",1,0,"Rango de Medidas","Talla S: Busto 90 / Cintura 70
Talla M: Busto 94 / Cintura 74
Talla L: Busto 98 / Cintura 78
Talla XL: Busto 104 / Cintura 84",1,0
5924,simple,,"Blusa cruzada",1,0,visible,,"<h4 style=""text-align: center;"">Blusa cruzada</h4>\n<p style=""text-align: center;"">Blusa delantera con cuello en V y corte recto. Mangas largas de globo con puños abotonados, 3 botones y cierre mediante cremallera semi-invisible en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,310924,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-cruzada.jpg,,,,,,,,,0,color,Terracota,1,1,Materiales,"94% Poliéster / Polyester - 06% Elastano / Elastane",1,0,"Rango de Medidas","Talla S: Busto 90 / Cintura 84
Talla M: Busto 94 / Cintura 88
Talla L: Busto 98 / Cintura 92
Talla XL: Busto 104 / Cintura 98
Talla XXL: Busto 110 / Cintura 104",1,0
5926,simple,,"Falda Pareo",1,0,visible,,"<h4 style=""text-align: center;"">Falda Pareo</h4>\n<p style=""text-align: center;"">Falda pareo de talle alto y cierre mediante nudo. Abertura frontal con detalle de volante.</p>",,,taxable,,1,,,0,0,,,,,1,,127395,318487,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/falda-pareo.jpg,,,,,,,,,0,color,Estampado,1,1,Materiales,"92% Poliéster / Polyester - 08% Elastómero / Elastomer",1,0,"Rango de Medidas","Talla S: Cintura 68cm
Talla M: Cintura 72cm",1,0
5928,simple,,"Top de un hombro",1,0,visible,,"<h4 style=""text-align: center;"">Top de un hombro</h4>\n<p style=""text-align: center;"">Top de un hombro. Detalle de volante con elástico en cuello. Cierre mediante cremallera metálica en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,233613,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/top-de-un-hombro.jpg,,,,,,,,,0,color,"Rosa Envejecido",1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla L: Busto 94cm / Cintura 82cm",1,0
5929,simple,,"Falda larga con volantes",1,0,visible,,"<h4 style=""text-align: center;"">Falda larga con volantes</h4>\n<p style=""text-align: center;"">Falda larga con detalle de volantes. Cierre mediante cremallera semi-invisible en costado.\nForro interior.</p>",,,taxable,,1,,,0,0,,,,,1,,,461345,"White Sands",,,http://localhost/enyendira/wp-content/uploads/2020/11/falda-larga-con-volantes.jpg,,,,,,,,,0,color,"Azul Oscuro, Salmón",1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Cintura 68cm
Talla M: Cintura 72cm
Talla L: Cintura 76cm
Talla XL: Cintura 82cm
Talla XXL: Cintura 88cm",1,0
5931,simple,,"Palazzo con pliegue",1,0,visible,,"<h4 style=""text-align: center;"">Palazzo con pliegue</h4>\n<p style=""text-align: center;"">Pantalón fluido de talle alto con detalle de pliegues en la parte delantera. Botón y cremallera semi-invisible en espalda.</p>",,,taxable,,1,,,0,0,,,,,1,,,304202,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/pantalon-palazzo-con-pliegue.jpg,,,,,,,,,0,color,"Negro, Palo de rosa, Terracota",1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla 6 : Cintura 62cm
Talla 10: Cintura 66cm
Talla 16: Cintura 96cm",1,0
5933,simple,,"Vestido lunares",1,0,visible,,"<h4 style=""text-align: center;"">Vestido lunares</h4>\n<p style=""text-align: center;"">Vestido largo con detalle plisado en la parte delantera. Detalle de cintas para anudar en espalda. Ruedo asimétrico. Cierre mediante cremallera semi-invisible en espalda.</p>",,,taxable,,1,,,0,0,,,,,1,,,578992,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/vestido-lunares.jpg,,,,,,,,,0,color,Estampado,1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: 86cm / 66cm
Talla L: 94cm / 74cm",1,0
5935,simple,,"Pantalón anudado con pliegues",1,0,visible,,"<h4 style=""text-align: center;"">Pantalón anudado con pliegues</h4>\n<p style=""text-align: center;"">Pantalón de cintura alta y botas anchas. Plisado en la cintura y detalle atado. Cremallera semi-invisible en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,234454,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/pantalon-anudado-con-pliegues-1.jpg,,,,,,,,,0,color,Mostaza,1,1,Materiales,"92% Poliéster / Polyester - 08% Elastómero / Elastomer",1,0,"Rango de Medidas","Talla 8: Cintura 80cm
Talla 10: Cintura 84cm
Talla 12: Cintura 88cm
Talla 14: Cintura 92cm
Talla 16: Cintura 98cm",1,0
5937,simple,,"Blusa anudada",1,0,visible,,"<h4 style=""text-align: center;"">Blusa anudada</h4>\n<p style=""text-align: center;"">Blusa con corte recto, cuello en V, manga larga con puños abotonados y bajo asimétrico para anudar ó cruzar hacia espalda. Cierre mediante botonadura frontal. Botones en cristal Swarovski.</p>",,,taxable,,1,,,0,0,,,,,1,,,298319,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-anudada-con-falda.jpg,,,,,,,,,0,color,Taupe,1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 92 / Cintura 84
Talla M: Busto 96 / Cintura 88
Talla L: Busto 100 / Cintura 92",1,0
5939,simple,,"Zapato de tacón medio en cuero",1,0,visible,,"<h4 style=""text-align: center;"">Zapato de tacón medio en cuero</h4>\n<p style=""text-align: center;"">Zapato de tacón grueso y de altura media. Punta puntiaguda. 100% Cuero.</p>",,,taxable,,1,,,0,0,,,,,1,,,226050,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/zapato-de-tacon-medio-en-cuero.jpg,,,,,,,,,0,color,"Beige, Negro",1,1,Materiales,Cuero,1,0,"Rango de Medidas","Altura de tacón: 7cm",1,0
5941,simple,,"Blusa tres volantes en manga",1,0,visible,,"<h4 style=""text-align: center;"">Blusa tres volantes en manga</h4>\n<p style=""text-align: center;"">Top cuello barco. Manga larga con volantes. Cierre mediante cremallera semi-invisible en parte posterior.</p>",,,taxable,,1,,,0,0,,,,,1,,,239496,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-tres-volantes-en-manga.jpg,,,,,,,,,0,color,Negro,1,1,Materiales,"94% Poliéster / Polyester - 06% Spandex",1,0,"Rango de Medidas","Talla S: Busto 86cm / Cintura 74cm Talla M: Busto 90cm / Cintura 78cm",1,0
5944,simple,,"Chaqueta acolchada",1,0,visible,,"<h4 style=""text-align: center;"">Chaqueta acolchada</h4>\n<p style=""text-align: center;"">Chaqueta acolchada. Silueta ajustada. Cuello de solapa con muesca. Cierre frontal con cintas para anudar.</p>",,,taxable,,1,,,0,0,,,,,1,,,407563,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/chaqueta-acolchada.jpg,,,,,,,,,0,color,"Azul, Rojo",1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla M: Busto 94cm / 84cm
Talla L: Busto 98cm / 88cm",1,0
5945,simple,,"Blusa con mangas asimétricas",1,0,visible,,"<h4 style=""text-align: center;"">Blusa con mangas asimétricas</h4>\n<p style=""text-align: center;"">Blusa de corte recto, cuello en V con detalle de volante y pliegues. Mangas asimétricas. Cierre mediante cremallera en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,192437,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-con-mangas-asimetricas.jpg,,,,,,,,,0,color,Blanco,1,1,Materiales,"Tela Principal / Main Fabric: 100% Nylon - Forro / Lining: 100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 84cm / 77cm
Talla XL: Busto 98cm / 91cm",1,0
5947,simple,,"Chaqueta acolchada",1,0,visible,,"<h4 style=""text-align: center;"">Chaqueta acolchada</h4>\n<p style=""text-align: center;"">Chaqueta acolchada. Silueta ajustada. Cuello de solapa con muesca. Cierre frontal con cremallera metálica.</p>",,,taxable,,1,,,0,0,,,,,1,,,407563,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/chaqueta-acolchada-1-piel.jpg,,,,,,,,,0,color,"Camel, Gris",1,1,Materiales,"100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 90cm / 80cm
Talla M: Busto 94cm / 84cm
Talla L: Busto 98cm / 88cm
Talla XL: Busto 104cm / 94cm",1,0
5949,simple,,"Vestido en Organza",1,0,visible,,"<h4 style=""text-align: center;"">Vestido en Organza</h4>\n<p style=""text-align: center;"">Vestido largo en Organza, con cuello alto. Detalle de lazo en el cuello. Ruedo asimétrico con volantes. Forro interior. Cierre mediante cremallera semi-invisible en espalda.</p>",,,taxable,,1,,,0,0,,,,,1,,,411765,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/vestido-en-organza.jpg,,,,,,,,,0,color,Blanco,1,1,Materiales,"Tela Principal / Main Fabric: 100% Nylon - Forro / Lining: 100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: 86cm / 65cm",1,0
5952,simple,,"Zapato de tacón medio en cuero",1,0,visible,,"<h4 style=""text-align: center;"">Zapato de tacón medio en cuero</h4>\n<p style=""text-align: center;"">Zapato de tacón grueso y de altura media. Punta puntiaguda. 100% Cuero.</p>",,,taxable,,1,,,0,0,,,,,1,,,226050,"Neoclassical Beauty",,,http://localhost/enyendira/wp-content/uploads/2020/11/zapato-de-tacon-medio-en-cuero-1.jpg,,,,,,,,,0,color,Rosa,1,1,Materiales,Cuero,1,0,"Rango de Medidas","Altura de tacón: 7cm",1,0
5956,simple,,"Enterizo con detalle grabado",1,0,visible,,"<h4 style=""text-align: center;"">Enterizo con detalle grabado</h4>\n<p style=""text-align: center;"">Enterizo largo. Cuello y mangas asimétricas. Una manga larga de globo con puño. Aberturas laterales en ruedo. Cierre mediante cremallera semi-invisible en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,747899,"Temporada Especial",,,http://localhost/enyendira/wp-content/uploads/2020/11/enterizo-con-detalle-grabado.jpg,,,,,,,,,0,color,"Marfíl, Uva",1,1,Materiales,"92% Poliéster / Polyester - 08% Elastómero / Elastomer",1,0,"Rango de Medidas","Talla S: Busto 86cm / Cintura 72cm
Talla M: Busto 90cm / Cintura 76cm Talla L: Busto 94cm / Cintura 80cm Talla XL: Busto 100cm / Cintura 86cm Talla XXL: Busto 106cm / Cintura 92cm",1,0
5959,simple,,"Maxi vestido con volantes",1,0,visible,,"<h4 style=""text-align: center;"">Maxi vestido con volantes</h4>\n<p style=""text-align: center;"">Vestido largo con hombros descubiertos. Sobreposición semi drapeada. Detalle de volantes verticales. Cierre mediante cremallera semi-invisible en espalda.</p>",,,taxable,,1,,,0,0,,,,,1,,,658824,"Temporada Especial",,,http://localhost/enyendira/wp-content/uploads/2020/11/maxi-vestido-con-volantes.jpg,,,,,,,,,0,color,"Marfíl, Salmón",1,1,Materiales,"52% Viscosa / Viscose - 48% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 82cm / Cintura 68cm Talla M: Busto 86cm / Cintura 72cm Talla L: Busto 90cm / Cintura 76cm",1,0
5961,simple,,"Blusa en lentejueja",1,0,visible,,"<h4 style=""text-align: center;"">Blusa en lentejueja</h4>\n<p style=""text-align: center;"">Top sin mangas con escote redondo y aplicaciones de lentejuelas. Cierre mediante cremallera semi-invisible en costado.</p>",,,taxable,,1,,,0,0,,,,,1,,,236975,"Temporada Especial",,,http://localhost/enyendira/wp-content/uploads/2020/11/blusa-en-lentejueja.jpg,,,,,,,,,0,color,"Dorado, Negro",1,1,Materiales,"Tejido principal / Main fabric: 98% Poliéster / Polyester - 02% Nylon . 100% Poliéster / Polyester",1,0,"Rango de Medidas","Talla S: Busto 87cm / Cintura 80cm Talla M: Busto 91cm / Cintura 84cm Talla L: Busto 95cm / Cintura 88cm",1,0
